0 0 -4.47072e-013
4 0 4.45997e-013
8 0 -1.06453e-012
12 0 -1.42764e-013
16 0 5.86564e-011
20 0 -5.93512e-010
24 0 2.60161e-009
28 0 2.25313e-008
32 0 -4.58421e-007
36 0 -6.12621e-006
40 0 -3.8269e-005
44 0 -0.000162656
48 0 -0.00053428
52 0 -0.00144134
56 0 -0.00325803
60 0 -0.005988
64 0 -0.00765518
68 0 -0.00053092
72 0 0.0350943
76 0 0.137775
80 0 0.368326
84 0 0.805692
88 0 1.53448
92 0 2.62802
96 0 4.13345
100 0 6.06412
104 0 8.40074
108 0 11.0994
112 0 14.1021
116 0 17.3472
120 0 20.7762
124 0 24.338
128 0 27.9897
132 0 31.6959
136 0 35.4269
140 0 39.1562
144 0 42.8583
148 0 46.5073
152 0 50.075
156 0 53.531
160 0 56.8421
164 0 59.9732
168 0 62.8881
172 0 65.5512
176 0 67.9287
180 0 69.9908
184 0 71.7128
188 0 73.0764
192 0 74.0708
196 0 74.6926
200 0 74.9462
0 4 4.45997e-013
4 4 -1.02428e-012
8 4 3.78071e-012
12 4 -2.55083e-011
16 4 6.86653e-011
20 4 6.44369e-010
24 4 -1.04606e-008
28 4 2.50814e-008
32 4 1.41375e-006
36 4 1.20998e-005
40 4 6.09319e-005
44 4 0.000222629
48 4 0.000649169
52 4 0.00162065
56 4 0.00376127
60 4 0.00894806
64 4 0.0229654
68 4 0.0608876
72 4 0.15453
76 4 0.358438
80 4 0.749265
84 4 1.41556
88 4 2.4402
92 4 3.8823
96 4 5.76564
100 4 8.07715
104 4 10.7741
108 4 13.796
112 4 17.0764
116 4 20.5518
120 4 24.1671
124 4 27.8772
128 4 31.6461
132 4 35.4453
136 4 39.2504
140 4 43.0393
144 4 46.7896
148 4 50.4771
152 4 54.0748
156 4 57.5527
160 4 60.8774
164 4 64.0139
168 4 66.9259
172 4 69.578
176 4 71.9372
180 4 73.9748
184 4 75.6675
188 4 76.9988
192 4 77.96
196 4 78.5496
200 4 78.7741
0 8 -1.06453e-012
4 8 3.78071e-012
8 8 -1.03384e-013
12 8 2.33649e-011
16 8 -2.64652e-010
20 8 7.80367e-010
24 8 1.19131e-008
28 8 -1.42115e-007
32 8 -2.16289e-006
36 8 -1.35679e-005
40 8 -5.53328e-005
44 8 -0.000167422
48 8 -0.000392738
52 8 -0.000657326
56 8 -0.000205702
60 8 0.00435252
64 8 0.0238529
68 8 0.084781
72 8 0.238107
76 8 0.56238
80 8 1.15522
84 8 2.11352
88 8 3.51007
92 8 5.37698
96 8 7.70186
100 8 10.4362
104 8 13.5101
108 8 16.8477
112 8 20.3783
116 8 24.0426
120 8 27.7944
124 8 31.5991
128 8 35.4313
132 8 39.2714
136 8 43.1023
140 8 46.9075
144 8 50.6687
148 8 54.3644
152 8 57.9697
156 8 61.4556
160 8 64.79
164 8 67.938
168 8 70.8642
172 8 73.5333
176 8 75.9128
180 8 77.9743
184 8 79.6952
188 8 81.0592
192 8 82.0581
196 8 82.6908
200 8 82.964
0 12 -1.42764e-013
4 12 -2.55083e-011
8 12 2.33649e-011
12 12 2.85187e-011
16 12 1.63033e-010
20 12 -2.24282e-009
24 12 -5.41222e-010
28 12 2.29988e-007
32 12 1.98174e-006
36 12 9.15141e-006
40 12 2.85486e-005
44 12 6.56646e-005
48 12 0.000132135
52 12 0.000428781
56 12 0.00241494
60 12 0.0124825
64 12 0.0501783
68 12 0.159967
72 12 0.419637
76 12 0.93558
80 12 1.82126
84 12 3.16694
88 12 5.01564
92 12 7.35581
96 12 10.1313
100 12 13.2605
104 12 16.6566
108 12 20.2408
112 12 23.9499
116 12 27.7371
120 12 31.5696
124 12 35.4253
128 12 39.2884
132 12 43.1466
136 12 46.9879
140 12 50.7991
144 12 54.5642
148 12 58.2632
152 12 61.8721
156 12 65.3627
160 12 68.7035
164 12 71.8601
168 12 74.7975
172 12 77.4811
176 12 79.8787
180 12 81.9625
184 12 83.71
188 12 85.1056
192 12 86.1411
196 12 86.8158
200 12 87.1362
0 16 5.86564e-011
4 16 6.86653e-011
8 16 -2.64652e-010
12 16 1.63033e-010
16 16 1.69446e-010
20 16 1.64118e-009
24 16 -1.29851e-008
28 16 -2.0063e-007
32 16 -1.06796e-006
36 16 -3.29325e-006
40 16 -6.67829e-006
44 16 -8.55507e-006
48 16 3.4028e-005
52 16 0.000621556
56 16 0.0049309
60 16 0.0257627
64 16 0.0989751
68 16 0.298014
72 16 0.735894
76 16 1.54402
80 16 2.83397
84 16 4.66282
88 16 7.02042
92 16 9.84116
96 16 13.0295
100 16 16.4855
104 16 20.1222
108 16 23.8727
112 16 27.6904
116 16 31.5451
120 16 35.4177
124 16 39.2963
128 16 43.172
132 16 47.037
136 16 50.8821
140 16 54.6958
144 16 58.463
148 16 62.1644
152 16 65.7766
156 16 69.2717
160 16 72.6186
164 16 75.7836
168 16 78.732
172 16 81.4298
