0 0 3.75603e-012
4 0 -3.75244e-012
8 0 -1.59282e-011
12 0 1.61886e-010
16 0 -9.92402e-010
20 0 2.32946e-009
24 0 4.59657e-008
28 0 -6.06682e-007
32 0 -8.69595e-006
36 0 -5.27309e-005
40 0 -0.000212621
44 0 -0.000656568
48 0 -0.00165422
52 0 -0.00345518
56 0 -0.00572589
60 0 -0.00598739
64 0 0.00347448
68 0 0.0400456
72 0 0.135108
76 0 0.33584
80 0 0.702454
84 0 1.30066
88 0 2.19134
92 0 3.42069
96 0 5.01361
100 0 6.97189
104 0 9.27658
108 0 11.8932
112 0 14.7779
116 0 17.8829
120 0 21.1609
124 0 24.5674
128 0 28.0619
132 0 31.6073
136 0 35.1699
140 0 38.7178
144 0 42.2202
148 0 45.6468
152 0 48.9668
156 0 52.1498
160 0 55.1652
164 0 57.9834
168 0 60.5763
172 0 62.9183
176 0 64.987
180 0 66.7642
184 0 68.2361
188 0 69.394
192 0 70.2345
196 0 70.7591
200 0 70.9741
0 4 -3.75244e-012
4 4 2.0794e-011
8 4 -4.36344e-011
12 4 -1.64956e-011
16 4 1.65331e-009
20 4 -1.58633e-008
24 4 9.40656e-009
28 4 1.9317e-006
32 4 1.65406e-005
36 4 7.96818e-005
40 4 0.000274896
44 4 0.000756472
48 4 0.00180129
52 4 0.00406577
56 4 0.00952226
60 4 0.0237851
64 4 0.0602022
68 4 0.14488
72 4 0.320319
76 4 0.644874
80 4 1.18663
84 4 2.01288
88 4 3.17858
92 4 4.71741
96 4 6.63791
100 4 8.92485
104 4 11.5445
108 4 14.4513
112 4 17.5949
116 4 20.9251
120 4 24.3951
124 4 27.9628
128 4 31.5911
132 4 35.247
136 4 38.9
140 4 42.5214
144 4 46.0827
148 4 49.5553
152 4 52.9101
156 4 56.1174
160 4 59.1475
164 4 61.9718
168 4 64.5631
172 4 66.8966
176 4 68.9512
180 4 70.7099
184 4 72.1604
188 4 73.2954
192 4 74.113
196 4 74.616
200 4 74.812
0 8 -1.59282e-011
4 8 -4.36344e-011
8 8 1.46484e-010
12 8 -4.15478e-010
16 8 3.7337e-010
20 8 2.04766e-008
